gene,number_of_tissues
ENSMUSG00000064225,49
ENSMUSG00000064231,85
ENSMUSG00000064232,2
ENSMUSG00000064246,45
ENSMUSG00000064247,9
ENSMUSG00000064262,57
ENSMUSG00000064264,85
ENSMUSG00000064267,61
ENSMUSG00000064280,12
ENSMUSG00000064289,91
ENSMUSG00000064293,30
ENSMUSG00000064294,31
ENSMUSG00000064302,91
ENSMUSG00000064307,89
ENSMUSG00000064310,1
ENSMUSG00000064317,90
ENSMUSG00000064325,56
ENSMUSG00000064326,90
ENSMUSG00000064329,22
ENSMUSG00000064330,1
ENSMUSG00000064373,91
ENSMUSG00000064437,44
ENSMUSG00000064796,87
ENSMUSG00000064823,41
ENSMUSG00000064966,23
ENSMUSG00000065087,56
ENSMUSG00000065126,91
ENSMUSG00000065176,21
ENSMUSG00000065219,12
ENSMUSG00000065259,91
ENSMUSG00000065397,2
ENSMUSG00000065399,2
ENSMUSG00000065401,16
ENSMUSG00000065402,3
ENSMUSG00000065405,8
ENSMUSG00000065406,50
ENSMUSG00000065407,10
ENSMUSG00000065408,10
ENSMUSG00000065412,5
ENSMUSG00000065414,15
ENSMUSG00000065415,1
ENSMUSG00000065420,63
ENSMUSG00000065427,4
ENSMUSG00000065429,4
ENSMUSG00000065432,1
ENSMUSG00000065434,0
ENSMUSG00000065437,3
ENSMUSG00000065440,17
ENSMUSG00000065441,3
ENSMUSG00000065443,3
ENSMUSG00000065452,61
ENSMUSG00000065453,5
ENSMUSG00000065455,24
ENSMUSG00000065458,1
ENSMUSG00000065460,4
ENSMUSG00000065479,28
ENSMUSG00000065480,0
ENSMUSG00000065485,7
ENSMUSG00000065497,2
ENSMUSG00000065498,0
ENSMUSG00000065501,9
ENSMUSG00000065502,4
ENSMUSG00000065503,8
ENSMUSG00000065505,5
ENSMUSG00000065507,0
ENSMUSG00000065508,4
ENSMUSG00000065516,2
ENSMUSG00000065520,4
ENSMUSG00000065521,6
ENSMUSG00000065528,12
ENSMUSG00000065529,15
ENSMUSG00000065533,21
ENSMUSG00000065537,7
ENSMUSG00000065551,21
ENSMUSG00000065555,6
ENSMUSG00000065557,0
ENSMUSG00000065562,13
ENSMUSG00000065565,1
ENSMUSG00000065567,3
ENSMUSG00000065574,5
ENSMUSG00000065585,1
ENSMUSG00000065589,5
ENSMUSG00000065592,16
ENSMUSG00000065596,1
ENSMUSG00000065597,19
ENSMUSG00000065606,17
ENSMUSG00000065609,1
ENSMUSG00000065628,8
ENSMUSG00000065950,10
ENSMUSG00000065952,21
ENSMUSG00000065954,89
ENSMUSG00000065956,9
ENSMUSG00000065968,7
ENSMUSG00000065979,91
ENSMUSG00000065987,16
ENSMUSG00000065990,91
ENSMUSG00000066026,90
ENSMUSG00000066036,91
ENSMUSG00000066037,91
ENSMUSG00000066042,91
ENSMUSG00000066043,91
ENSMUSG00000066058,24
ENSMUSG00000066068,91
ENSMUSG00000066090,2
ENSMUSG00000066097,3
ENSMUSG00000066101,1
ENSMUSG00000066108,9
ENSMUSG00000066113,69
ENSMUSG00000066129,26
ENSMUSG00000066148,91
ENSMUSG00000066149,91
ENSMUSG00000066150,91
ENSMUSG00000066151,91
ENSMUSG00000066152,91
ENSMUSG00000066153,3
ENSMUSG00000066154,12
ENSMUSG00000066189,18
ENSMUSG00000066191,52
ENSMUSG00000066196,15
ENSMUSG00000066197,14
ENSMUSG00000066224,5
ENSMUSG00000066232,91
ENSMUSG00000066233,91
ENSMUSG00000066278,91
ENSMUSG00000066279,3
ENSMUSG00000066306,91
ENSMUSG00000066319,3
ENSMUSG00000066324,91
ENSMUSG00000066357,91
ENSMUSG00000066361,31
ENSMUSG00000066363,5
ENSMUSG00000066364,2
ENSMUSG00000066366,4
ENSMUSG00000066382,1
ENSMUSG00000066383,1
ENSMUSG00000066392,24
ENSMUSG00000066406,91
ENSMUSG00000066440,91
ENSMUSG00000066441,91
ENSMUSG00000066442,3
ENSMUSG00000066456,84
ENSMUSG00000066500,1
ENSMUSG00000066512,10
ENSMUSG00000066513,7
ENSMUSG00000066515,1
ENSMUSG00000066516,5
ENSMUSG00000066551,62
ENSMUSG00000066568,91
ENSMUSG00000066571,91
ENSMUSG00000066595,91
ENSMUSG00000066607,65
ENSMUSG00000066613,88
ENSMUSG00000066621,91
ENSMUSG00000066626,6
ENSMUSG00000066637,91
ENSMUSG00000066640,90
ENSMUSG00000066643,80
ENSMUSG00000066647,44
ENSMUSG00000066652,2
ENSMUSG00000066677,15
ENSMUSG00000066682,15
ENSMUSG00000066684,7
ENSMUSG00000066687,71
ENSMUSG00000066704,5
ENSMUSG00000066705,69
ENSMUSG00000066720,15
ENSMUSG00000066721,44
ENSMUSG00000066735,70
ENSMUSG00000066755,3
ENSMUSG00000066756,0
ENSMUSG00000066760,3
ENSMUSG00000066798,90
ENSMUSG00000066800,86
ENSMUSG00000066829,91
ENSMUSG00000066839,91
ENSMUSG00000066842,52
ENSMUSG00000066861,1
ENSMUSG00000066877,89
ENSMUSG00000066878,36
ENSMUSG00000066880,76
ENSMUSG00000066892,91
ENSMUSG00000066894,70
ENSMUSG00000066900,91
ENSMUSG00000066902,91
ENSMUSG00000066938,1
ENSMUSG00000066975,6
ENSMUSG00000066979,91
ENSMUSG00000066983,4
ENSMUSG00000067001,7
ENSMUSG00000067006,27
ENSMUSG00000067028,19
ENSMUSG00000067071,91
ENSMUSG00000067081,4
ENSMUSG00000067144,4
ENSMUSG00000067148,91
ENSMUSG00000067149,41
ENSMUSG00000067150,91
ENSMUSG00000067158,33
ENSMUSG00000067194,91
ENSMUSG00000067199,63
ENSMUSG00000067201,1
ENSMUSG00000067203,59
ENSMUSG00000067206,14
ENSMUSG00000067215,29
ENSMUSG00000067219,48
ENSMUSG00000067220,1
ENSMUSG00000067229,11
ENSMUSG00000067231,12
ENSMUSG00000067235,56
ENSMUSG00000067242,41
ENSMUSG00000067261,23
ENSMUSG00000067274,91
ENSMUSG00000067276,48
ENSMUSG00000067279,70
ENSMUSG00000067288,1
ENSMUSG00000067297,9
ENSMUSG00000067299,1
ENSMUSG00000067336,42
ENSMUSG00000067338,4
ENSMUSG00000067341,14
ENSMUSG00000067365,91
ENSMUSG00000067367,91
ENSMUSG00000067369,91
ENSMUSG00000067370,85
ENSMUSG00000067377,85
ENSMUSG00000067416,2
ENSMUSG00000067424,84
ENSMUSG00000067430,83
ENSMUSG00000067438,4
ENSMUSG00000067541,2
ENSMUSG00000067567,91
ENSMUSG00000067571,1
ENSMUSG00000067577,10
ENSMUSG00000067578,16
ENSMUSG00000067586,72
ENSMUSG00000067594,6
ENSMUSG00000067596,1
ENSMUSG00000067597,3
ENSMUSG00000067613,5
ENSMUSG00000067614,3
ENSMUSG00000067615,3
ENSMUSG00000067616,10
ENSMUSG00000067653,10
ENSMUSG00000067656,2
ENSMUSG00000067684,1
ENSMUSG00000067702,2
ENSMUSG00000067704,7
ENSMUSG00000067713,91
ENSMUSG00000067714,45
ENSMUSG00000067722,91
ENSMUSG00000067724,4
ENSMUSG00000067750,2
ENSMUSG00000067773,2
ENSMUSG00000067780,50
ENSMUSG00000067786,69
ENSMUSG00000067787,91
ENSMUSG00000067795,7
ENSMUSG00000067798,79
ENSMUSG00000067813,20
ENSMUSG00000067818,78
ENSMUSG00000067825,89
ENSMUSG00000067833,91
ENSMUSG00000067847,91
ENSMUSG00000067851,91
ENSMUSG00000067860,29
ENSMUSG00000067872,15
ENSMUSG00000067873,91
ENSMUSG00000067878,37
ENSMUSG00000067879,25
ENSMUSG00000067925,82
ENSMUSG00000067928,90
ENSMUSG00000067931,85
ENSMUSG00000067942,91
ENSMUSG00000067995,91
ENSMUSG00000067996,0
ENSMUSG00000068008,0
ENSMUSG00000068009,0
ENSMUSG00000068011,29
ENSMUSG00000068015,91
ENSMUSG00000068036,88
ENSMUSG00000068037,9
ENSMUSG00000068039,91
ENSMUSG00000068040,91
ENSMUSG00000068046,1
ENSMUSG00000068079,18
ENSMUSG00000068082,2
ENSMUSG00000068083,3
ENSMUSG00000068086,4
ENSMUSG00000068099,26
ENSMUSG00000068101,86
ENSMUSG00000068105,31
ENSMUSG00000068114,91
ENSMUSG00000068115,55
ENSMUSG00000068122,36
ENSMUSG00000068129,34
ENSMUSG00000068134,90
ENSMUSG00000068154,34
ENSMUSG00000068167,1
ENSMUSG00000068180,1
ENSMUSG00000068184,91
ENSMUSG00000068196,66
ENSMUSG00000068205,84
ENSMUSG00000068206,91
ENSMUSG00000068220,90
ENSMUSG00000068221,84
ENSMUSG00000068227,39
ENSMUSG00000068246,2
ENSMUSG00000068250,91
ENSMUSG00000068252,7
ENSMUSG00000068267,91
ENSMUSG00000068270,70
ENSMUSG00000068284,91
ENSMUSG00000068290,91
ENSMUSG00000068299,11
ENSMUSG00000068323,8
ENSMUSG00000068327,11
ENSMUSG00000068328,91
ENSMUSG00000068329,91
ENSMUSG00000068335,79
ENSMUSG00000068341,7
ENSMUSG00000068349,3
ENSMUSG00000068373,34
ENSMUSG00000068391,91
ENSMUSG00000068392,2
ENSMUSG00000068394,91
ENSMUSG00000068407,6
ENSMUSG00000068417,26
ENSMUSG00000068452,14
ENSMUSG00000068457,71
ENSMUSG00000068479,91
ENSMUSG00000068487,91
ENSMUSG00000068522,50
ENSMUSG00000068536,3
ENSMUSG00000068547,10
ENSMUSG00000068551,90
ENSMUSG00000068566,90
ENSMUSG00000068580,91
ENSMUSG00000068587,10
ENSMUSG00000068600,1
ENSMUSG00000068601,1
ENSMUSG00000068614,38
ENSMUSG00000068615,24
ENSMUSG00000068617,49
ENSMUSG00000068663,91
ENSMUSG00000068686,60
ENSMUSG00000068696,25
ENSMUSG00000068697,22
ENSMUSG00000068699,68
ENSMUSG00000068732,91
ENSMUSG00000068735,87
ENSMUSG00000068739,91
ENSMUSG00000068740,63
ENSMUSG00000068742,91
ENSMUSG00000068744,65
ENSMUSG00000068745,7
ENSMUSG00000068747,85
ENSMUSG00000068748,56
ENSMUSG00000068749,91
ENSMUSG00000068758,72
ENSMUSG00000068762,54
ENSMUSG00000068798,91
ENSMUSG00000068823,91
ENSMUSG00000068854,86
ENSMUSG00000068855,91
ENSMUSG00000068856,91
ENSMUSG00000068859,17
ENSMUSG00000068860,2
ENSMUSG00000068874,80
ENSMUSG00000068876,58
ENSMUSG00000068877,9
ENSMUSG00000068882,91
ENSMUSG00000068888,9
ENSMUSG00000068889,8
ENSMUSG00000068890,7
ENSMUSG00000068917,91
ENSMUSG00000068921,91
ENSMUSG00000068922,90
ENSMUSG00000068923,27
ENSMUSG00000068959,76
ENSMUSG00000068962,42
ENSMUSG00000069020,91
ENSMUSG00000069041,6
ENSMUSG00000069044,1
ENSMUSG00000069045,68
ENSMUSG00000069049,71
ENSMUSG00000069072,34
ENSMUSG00000069080,1
ENSMUSG00000069085,2
ENSMUSG00000069089,91
ENSMUSG00000069094,91
ENSMUSG00000069114,7
ENSMUSG00000069117,91
ENSMUSG00000069118,1
ENSMUSG00000069170,20
ENSMUSG00000069171,55
ENSMUSG00000069189,1
ENSMUSG00000069206,77
ENSMUSG00000069208,90
ENSMUSG00000069227,31
ENSMUSG00000069237,91
ENSMUSG00000069248,1
ENSMUSG00000069255,89
ENSMUSG00000069258,3
ENSMUSG00000069259,2
ENSMUSG00000069265,91
ENSMUSG00000069266,91
ENSMUSG00000069267,89
ENSMUSG00000069268,90
ENSMUSG00000069273,91
ENSMUSG00000069302,86
ENSMUSG00000069307,28
ENSMUSG00000069308,76
ENSMUSG00000069310,91
ENSMUSG00000069372,31
ENSMUSG00000069378,7
ENSMUSG00000069441,4
ENSMUSG00000069456,10
ENSMUSG00000069495,91
ENSMUSG00000069515,18
ENSMUSG00000069516,52
ENSMUSG00000069520,91
ENSMUSG00000069539,91
ENSMUSG00000069565,91
ENSMUSG00000069582,2
ENSMUSG00000069583,1
ENSMUSG00000069584,1
ENSMUSG00000069601,78
ENSMUSG00000069607,31
ENSMUSG00000069631,91
ENSMUSG00000069662,91
ENSMUSG00000069668,1
ENSMUSG00000069670,40
ENSMUSG00000069671,40
ENSMUSG00000069678,91
ENSMUSG00000069712,1
ENSMUSG00000069713,27
ENSMUSG00000069717,3
ENSMUSG00000069718,3
ENSMUSG00000069721,6
ENSMUSG00000069727,84
ENSMUSG00000069729,91
ENSMUSG00000069733,10
ENSMUSG00000069763,54
ENSMUSG00000069769,1
ENSMUSG00000069805,36
ENSMUSG00000069806,62
ENSMUSG00000069808,85
ENSMUSG00000069814,31
ENSMUSG00000069825,2
ENSMUSG00000069833,91
ENSMUSG00000069835,74
ENSMUSG00000069844,91
ENSMUSG00000069855,3
ENSMUSG00000069895,91
ENSMUSG00000069911,17
ENSMUSG00000069917,0
ENSMUSG00000069922,13
ENSMUSG00000069971,2
ENSMUSG00000070000,74
ENSMUSG00000070002,91
ENSMUSG00000070003,91
ENSMUSG00000070034,14
ENSMUSG00000070044,76
ENSMUSG00000070056,89
ENSMUSG00000070065,4
ENSMUSG00000070074,4
ENSMUSG00000070080,24
ENSMUSG00000070126,10
ENSMUSG00000070129,0
ENSMUSG00000070136,1
ENSMUSG00000070144,4
ENSMUSG00000070280,1
ENSMUSG00000070283,91
ENSMUSG00000070284,91
ENSMUSG00000070291,9
ENSMUSG00000070304,53
ENSMUSG00000070305,78
ENSMUSG00000070306,14
ENSMUSG00000070313,4
ENSMUSG00000070315,7
ENSMUSG00000070319,91
ENSMUSG00000070327,83
ENSMUSG00000070332,1
ENSMUSG00000070334,1
ENSMUSG00000070336,3
ENSMUSG00000070337,6
ENSMUSG00000070343,13
ENSMUSG00000070345,1
ENSMUSG00000070348,86
ENSMUSG00000070360,3
ENSMUSG00000070366,21
ENSMUSG00000070368,7
ENSMUSG00000070369,13
ENSMUSG00000070372,89
ENSMUSG00000070385,17
ENSMUSG00000070388,1
ENSMUSG00000070407,74
ENSMUSG00000070419,8
ENSMUSG00000070424,5
ENSMUSG00000070425,87
ENSMUSG00000070426,91
ENSMUSG00000070427,31
ENSMUSG00000070436,79
ENSMUSG00000070462,91
ENSMUSG00000070465,5
ENSMUSG00000070471,1
ENSMUSG00000070473,50
ENSMUSG00000070493,22
ENSMUSG00000070495,0
ENSMUSG00000070498,24
ENSMUSG00000070501,6
ENSMUSG00000070504,3
ENSMUSG00000070509,71
ENSMUSG00000070520,91
ENSMUSG00000070526,31
ENSMUSG00000070527,42
ENSMUSG00000070529,12
ENSMUSG00000070530,6
ENSMUSG00000070531,1
ENSMUSG00000070533,2
ENSMUSG00000070544,91
ENSMUSG00000070547,11
ENSMUSG00000070563,1
ENSMUSG00000070564,14
ENSMUSG00000070565,83
ENSMUSG00000070570,23
ENSMUSG00000070576,71
ENSMUSG00000070583,90
ENSMUSG00000070604,10
ENSMUSG00000070609,2
ENSMUSG00000070632,79
ENSMUSG00000070639,88
ENSMUSG00000070643,78
ENSMUSG00000070644,45
ENSMUSG00000070645,15
ENSMUSG00000070661,23
ENSMUSG00000070683,1
ENSMUSG00000070690,4
ENSMUSG00000070691,44
ENSMUSG00000070695,27
ENSMUSG00000070697,91
ENSMUSG00000070699,91
ENSMUSG00000070702,4
ENSMUSG00000070704,14
ENSMUSG00000070705,91
ENSMUSG00000070708,2
ENSMUSG00000070709,85
ENSMUSG00000070713,89
ENSMUSG00000070719,6
ENSMUSG00000070729,91
ENSMUSG00000070732,7
ENSMUSG00000070733,91
ENSMUSG00000070737,84
ENSMUSG00000070738,91
ENSMUSG00000070777,15
ENSMUSG00000070780,71
ENSMUSG00000070796,2
ENSMUSG00000070797,5
ENSMUSG00000070798,5
ENSMUSG00000070799,1
ENSMUSG00000070802,61
ENSMUSG00000070803,66
ENSMUSG00000070806,53
ENSMUSG00000070810,1
ENSMUSG00000070811,1
ENSMUSG00000070814,75
ENSMUSG00000070834,91
ENSMUSG00000070858,70
ENSMUSG00000070866,27
ENSMUSG00000070868,2
ENSMUSG00000070870,2
ENSMUSG00000070871,91
ENSMUSG00000070873,4
ENSMUSG00000070877,3
ENSMUSG00000070880,30
ENSMUSG00000070923,91
ENSMUSG00000070933,1
ENSMUSG00000070934,91
ENSMUSG00000070939,91
ENSMUSG00000070942,55
ENSMUSG00000070953,91
ENSMUSG00000070972,91
ENSMUSG00000070977,2
ENSMUSG00000070979,2
ENSMUSG00000070980,2
ENSMUSG00000070984,1
ENSMUSG00000070985,15
ENSMUSG00000070990,4
ENSMUSG00000070999,1
ENSMUSG00000071001,53
ENSMUSG00000071014,91
ENSMUSG00000071015,1
ENSMUSG00000071019,7
ENSMUSG00000071041,90
ENSMUSG00000071042,71
ENSMUSG00000071054,91
ENSMUSG00000071064,81
ENSMUSG00000071068,26
ENSMUSG00000071074,91
ENSMUSG00000071076,91
ENSMUSG00000071078,91
ENSMUSG00000071103,29
ENSMUSG00000071104,1
ENSMUSG00000071138,1
ENSMUSG00000071165,2
ENSMUSG00000071172,91
ENSMUSG00000071176,85
ENSMUSG00000071177,8
ENSMUSG00000071178,3
ENSMUSG00000071195,1
ENSMUSG00000071202,4
ENSMUSG00000071203,2
ENSMUSG00000071204,2
ENSMUSG00000071226,53
ENSMUSG00000071229,1
ENSMUSG00000071230,2
ENSMUSG00000071252,88
ENSMUSG00000071253,91
ENSMUSG00000071256,89
ENSMUSG00000071265,34
ENSMUSG00000071266,88
ENSMUSG00000071281,85
ENSMUSG00000071291,91
ENSMUSG00000071317,25
ENSMUSG00000071322,1
ENSMUSG00000071324,55
ENSMUSG00000071335,24
ENSMUSG00000071337,91
ENSMUSG00000071341,15
ENSMUSG00000071347,23
ENSMUSG00000071350,90
ENSMUSG00000071356,12
ENSMUSG00000071359,91
ENSMUSG00000071369,81
ENSMUSG00000071379,91
ENSMUSG00000071398,21
ENSMUSG00000071424,29
ENSMUSG00000071451,91
ENSMUSG00000071454,91
ENSMUSG00000071456,84
ENSMUSG00000071470,1
ENSMUSG00000071471,2
ENSMUSG00000071477,91
ENSMUSG00000071489,11
ENSMUSG00000071497,91
ENSMUSG00000071506,30
ENSMUSG00000071517,8
ENSMUSG00000071519,11
ENSMUSG00000071531,16
ENSMUSG00000071532,57
ENSMUSG00000071537,22
ENSMUSG00000071540,12
ENSMUSG00000071550,30
ENSMUSG00000071551,30
ENSMUSG00000071552,20
ENSMUSG00000071553,13
ENSMUSG00000071561,7
ENSMUSG00000071562,3
ENSMUSG00000071573,54
ENSMUSG00000071584,91
ENSMUSG00000071604,66
ENSMUSG00000071632,91
ENSMUSG00000071633,6
ENSMUSG00000071636,1
ENSMUSG00000071637,87
ENSMUSG00000071644,91
ENSMUSG00000071645,91
ENSMUSG00000071646,91
ENSMUSG00000071647,91
ENSMUSG00000071648,19
ENSMUSG00000071649,91
ENSMUSG00000071650,91
ENSMUSG00000071652,91
ENSMUSG00000071653,91
ENSMUSG00000071654,91
ENSMUSG00000071655,91
ENSMUSG00000071656,38
ENSMUSG00000071657,90
ENSMUSG00000071658,54
ENSMUSG00000071659,14
ENSMUSG00000071660,91
ENSMUSG00000071661,68
ENSMUSG00000071662,91
ENSMUSG00000071669,91
ENSMUSG00000071711,89
ENSMUSG00000071713,14
ENSMUSG00000071715,57
ENSMUSG00000071722,58
ENSMUSG00000071723,69
ENSMUSG00000071738,1
ENSMUSG00000071748,91
ENSMUSG00000071749,1
ENSMUSG00000071753,34
ENSMUSG00000071757,90
ENSMUSG00000071766,2
ENSMUSG00000071793,87
ENSMUSG00000071847,73
ENSMUSG00000071855,77
ENSMUSG00000071856,76
ENSMUSG00000071858,11
ENSMUSG00000071860,26
ENSMUSG00000071862,28
ENSMUSG00000071866,91
ENSMUSG00000071937,1
ENSMUSG00000071984,53
ENSMUSG00000072066,56
ENSMUSG00000072082,82
ENSMUSG00000072100,1
ENSMUSG00000072115,79
ENSMUSG00000072214,80
ENSMUSG00000072235,88
ENSMUSG00000072244,26
ENSMUSG00000072294,72
ENSMUSG00000072295,2
ENSMUSG00000072419,1
ENSMUSG00000072423,1
ENSMUSG00000072437,18
ENSMUSG00000072473,11
ENSMUSG00000072494,17
ENSMUSG00000072501,91
ENSMUSG00000072553,2
ENSMUSG00000072568,90
ENSMUSG00000072572,7
ENSMUSG00000072575,5
ENSMUSG00000072582,91
ENSMUSG00000072591,35
ENSMUSG00000072618,4
ENSMUSG00000072620,73
ENSMUSG00000072621,12
ENSMUSG00000072623,77
ENSMUSG00000072625,4
ENSMUSG00000072641,42
ENSMUSG00000072647,1
ENSMUSG00000072653,68
ENSMUSG00000072663,27
ENSMUSG00000072692,89
ENSMUSG00000072704,91
ENSMUSG00000072720,34
ENSMUSG00000072722,1
ENSMUSG00000072770,28
ENSMUSG00000072772,91
ENSMUSG00000072774,33
ENSMUSG00000072789,79
ENSMUSG00000072791,4
ENSMUSG00000072812,12
ENSMUSG00000072844,45
ENSMUSG00000072845,6
ENSMUSG00000072849,21
ENSMUSG00000072872,90
ENSMUSG00000072875,29
ENSMUSG00000072878,2
ENSMUSG00000072884,11
ENSMUSG00000072889,91
ENSMUSG00000072905,0
ENSMUSG00000072917,6
ENSMUSG00000072941,71
ENSMUSG00000072944,21
ENSMUSG00000072945,6
ENSMUSG00000072946,91
ENSMUSG00000072949,82
ENSMUSG00000072952,1
ENSMUSG00000072964,84
ENSMUSG00000072966,50
ENSMUSG00000072969,91
ENSMUSG00000072972,1
ENSMUSG00000072980,64
ENSMUSG00000072995,1
ENSMUSG00000072999,1
ENSMUSG00000073001,1
ENSMUSG00000073002,85
ENSMUSG00000073006,1
ENSMUSG00000073007,3
ENSMUSG00000073008,18
ENSMUSG00000073010,1
ENSMUSG00000073012,2
ENSMUSG00000073016,91
ENSMUSG00000073043,14
ENSMUSG00000073058,6
ENSMUSG00000073063,10
ENSMUSG00000073067,2
ENSMUSG00000073077,10
ENSMUSG00000073079,56
ENSMUSG00000073085,1
ENSMUSG00000073096,90
ENSMUSG00000073101,28
ENSMUSG00000073130,1
ENSMUSG00000073131,91
ENSMUSG00000073139,91
ENSMUSG00000073147,88
ENSMUSG00000073155,91
ENSMUSG00000073174,79
ENSMUSG00000073176,64
ENSMUSG00000073177,1
ENSMUSG00000073207,35
ENSMUSG00000073209,7
ENSMUSG00000073236,6
ENSMUSG00000073243,3
ENSMUSG00000073294,1
ENSMUSG00000073375,8
ENSMUSG00000073380,1
ENSMUSG00000073386,7
ENSMUSG00000073396,0
ENSMUSG00000073399,12
ENSMUSG00000073400,19
ENSMUSG00000073402,11
ENSMUSG00000073405,75
ENSMUSG00000073406,11
ENSMUSG00000073407,13
ENSMUSG00000073408,8
ENSMUSG00000073409,47
ENSMUSG00000073411,91
ENSMUSG00000073412,60
ENSMUSG00000073413,1
ENSMUSG00000073414,7
ENSMUSG00000073418,39
ENSMUSG00000073421,75
ENSMUSG00000073422,91
ENSMUSG00000073423,91
ENSMUSG00000073424,40
ENSMUSG00000073433,52
ENSMUSG00000073434,90
ENSMUSG00000073435,91
ENSMUSG00000073436,91
ENSMUSG00000073437,70
ENSMUSG00000073460,3
ENSMUSG00000073465,71
ENSMUSG00000073468,91
ENSMUSG00000073489,49
ENSMUSG00000073490,54
ENSMUSG00000073491,6
ENSMUSG00000073514,34
ENSMUSG00000073530,1
ENSMUSG00000073538,33
ENSMUSG00000073542,91
ENSMUSG00000073555,12
ENSMUSG00000073557,91
ENSMUSG00000073559,83
ENSMUSG00000073563,91
ENSMUSG00000073565,46
ENSMUSG00000073573,4
ENSMUSG00000073574,2
ENSMUSG00000073591,43
ENSMUSG00000073596,90
ENSMUSG00000073598,13
ENSMUSG00000073599,76
ENSMUSG00000073607,16
ENSMUSG00000073609,91
ENSMUSG00000073616,91
ENSMUSG00000073617,91
ENSMUSG00000073627,10
ENSMUSG00000073633,88
ENSMUSG00000073639,91
ENSMUSG00000073643,91
ENSMUSG00000073650,10
ENSMUSG00000073658,3
ENSMUSG00000073664,91
ENSMUSG00000073676,91
ENSMUSG00000073678,86
ENSMUSG00000073680,20
ENSMUSG00000073684,91
ENSMUSG00000073700,90
ENSMUSG00000073705,74
ENSMUSG00000073719,91
ENSMUSG00000073722,2
ENSMUSG00000073725,91
ENSMUSG00000073730,2
ENSMUSG00000073731,2
ENSMUSG00000073735,2
ENSMUSG00000073755,76
ENSMUSG00000073764,4
ENSMUSG00000073771,3
ENSMUSG00000073774,2
ENSMUSG00000073775,91
ENSMUSG00000073791,68
ENSMUSG00000073792,91
ENSMUSG00000073795,17
ENSMUSG00000073802,62
ENSMUSG00000073804,1
ENSMUSG00000073805,24
ENSMUSG00000073838,91
ENSMUSG00000073856,64
ENSMUSG00000073889,80
ENSMUSG00000073894,2
ENSMUSG00000073910,87
ENSMUSG00000073968,72
ENSMUSG00000073982,91
ENSMUSG00000073987,91
ENSMUSG00000073988,38
ENSMUSG00000074004,2
ENSMUSG00000074006,1
ENSMUSG00000074024,91
ENSMUSG00000074028,1
ENSMUSG00000074030,91
ENSMUSG00000074034,25
ENSMUSG00000074037,1
ENSMUSG00000074052,5
ENSMUSG00000074056,47
ENSMUSG00000074063,62
ENSMUSG00000074064,91
ENSMUSG00000074088,91
ENSMUSG00000074092,91
ENSMUSG00000074093,83
ENSMUSG00000074102,90
ENSMUSG00000074111,1
ENSMUSG00000074115,6
ENSMUSG00000074121,29
ENSMUSG00000074127,1
ENSMUSG00000074129,91
ENSMUSG00000074139,1
ENSMUSG00000074140,91
ENSMUSG00000074141,91
ENSMUSG00000074155,5
ENSMUSG00000074156,2
ENSMUSG00000074158,73
ENSMUSG00000074165,91
ENSMUSG00000074170,74
ENSMUSG00000074178,69
ENSMUSG00000074182,90
ENSMUSG00000074183,15
ENSMUSG00000074194,34
ENSMUSG00000074195,12
ENSMUSG00000074196,1
ENSMUSG00000074199,28
ENSMUSG00000074207,57
ENSMUSG00000074211,90
ENSMUSG00000074212,91
ENSMUSG00000074217,1
ENSMUSG00000074218,65
ENSMUSG00000074220,76
ENSMUSG00000074221,90
ENSMUSG00000074227,89
ENSMUSG00000074238,91
ENSMUSG00000074243,91
ENSMUSG00000074247,91
ENSMUSG00000074254,3
ENSMUSG00000074256,14
ENSMUSG00000074259,39
ENSMUSG00000074261,15
ENSMUSG00000074264,23
ENSMUSG00000074269,10
ENSMUSG00000074272,56
ENSMUSG00000074277,62
ENSMUSG00000074282,79
ENSMUSG00000074300,19
ENSMUSG00000074305,91
ENSMUSG00000074336,18
ENSMUSG00000074340,4
ENSMUSG00000074342,43
ENSMUSG00000074344,7
ENSMUSG00000074345,40
ENSMUSG00000074354,3
ENSMUSG00000074358,91
ENSMUSG00000074359,2
ENSMUSG00000074364,76
ENSMUSG00000074375,1
ENSMUSG00000074378,2
ENSMUSG00000074384,82
ENSMUSG00000074397,2
ENSMUSG00000074403,91
ENSMUSG00000074405,91
ENSMUSG00000074406,91
ENSMUSG00000074414,8
ENSMUSG00000074415,70
ENSMUSG00000074417,4
ENSMUSG00000074435,9
ENSMUSG00000074437,7
ENSMUSG00000074441,8
ENSMUSG00000074444,9
ENSMUSG00000074448,3
ENSMUSG00000074452,2
ENSMUSG00000074457,80
ENSMUSG00000074466,4
ENSMUSG00000074472,5
ENSMUSG00000074476,78
ENSMUSG00000074480,52
ENSMUSG00000074483,14
ENSMUSG00000074486,9
ENSMUSG00000074491,8
ENSMUSG00000074497,32
ENSMUSG00000074500,52
ENSMUSG00000074513,91
ENSMUSG00000074547,85
ENSMUSG00000074553,11
ENSMUSG00000074570,20
ENSMUSG00000074575,35
ENSMUSG00000074576,91
ENSMUSG00000074578,91
ENSMUSG00000074579,83
ENSMUSG00000074582,91
ENSMUSG00000074594,2
ENSMUSG00000074595,6
ENSMUSG00000074596,2
ENSMUSG00000074604,49
ENSMUSG00000074607,55
ENSMUSG00000074622,82
ENSMUSG00000074625,10
ENSMUSG00000074634,90
ENSMUSG00000074635,57
ENSMUSG00000074637,42
